483 0.395353 2.00e-15 25.000 NAN
484 0.078219 3.90e-14 NAN NAN
485 1.116049 3.56e-13 43.000 NAN
486 0.961043 1.26e-13 NAN NAN
487 1.011694 1.62e-14 NAN NAN
488 0.280349 1.16e-16 NAN NAN
489 0.301888 1.23e-16 NAN NAN
490 2.417582 1.91e-14 65.000 11.00
491 1.048705 1.13e-14 NAN 17.00
492 0.526556 3.96e-16 18.000 NAN
493 0.891265 8.10e-16 NAN NAN
494 0.822249 4.10e-15 NAN NAN
495 0.278957 4.68e-15 NAN NAN
496 0.356849 9.63e-17 NAN NAN
497 0.084202 1.37e-14 11.000 NAN
498 1.124836 7.80e-16 35.700 13.00
499 0.443825 6.50e-17 NAN NAN
500 1.221426 1.80e-16 NAN NAN
501 1.368881 1.43e-15 66.000 70.00
502 0.289689 1.54e-15 21.000 NAN
503 0.432866 4.07e-15 22.000 NAN
504 0.468402 4.05e-17 NAN NAN
505 0.566734 1.43e-14 NAN NAN
506 0.307178 2.72e-15 12.000 NAN
507 1.319759 7.90e-16 98.000 NAN
508 0.881438 1.91e-15 66.000 NAN
509 0.557841 1.37e-15 NAN NAN
510 0.301311 1.93e-15 NAN NAN
511 1.528124 4.17e-15 NAN NAN
512 0.430464 2.78e-15 NAN NAN
513 0.276726 1.42e-15 NAN NAN
514 0.395731 4.10e-17 NAN NAN
515 0.104675 3.21e-15 NAN NAN
516 0.843980 7.12e-15 NAN NAN
517 0.341213 4.55e-15 NAN NAN
518 0.506568 4.20e-17 145.000 NAN
519 1.272842 1.27e-15 NAN NAN
520 1.004958 7.28e-16 NAN NAN
521 0.243392 4.85e-15 17.000 NAN
522 1.630846 2.02e-16 NAN NAN
523 0.612916 4.21e-16 27.000 NAN
524 0.295838 7.50e-14 NAN NAN
525 0.599245 3.97e-15 15.000 21.00
526 1.783865 5.89e-16 59.000 NAN
527 1.207568 7.78e-14 72.000 NAN
528 0.709064 8.80e-16 16.600 40.00
529 0.748448 4.32e-16 275.200 78.00
530 0.644255 1.01e-14 NAN NAN
531 0.377119 5.20e-14 37.000 NAN
532 0.178554 6.07e-17 11.000 23.00
533 0.580840 1.18e-14 190.000 NAN
534 1.576925 2.94e-15 NAN NAN
535 0.647198 2.56e-17 NAN NAN
536 0.242190 5.94e-16 42.000 NAN
537 0.145655 8.00e-19 NAN NAN
538 0.602738 4.05e-15 20.000 NAN
539 0.170934 1.07e-14 19.000 NAN
540 1.262471 8.54e-16 22.000 0.90
541 0.288347 1.41e-14 15.000 17.00
542 0.497772 4.70e-17 NAN NAN
543 0.749659 1.78e-14 22.000 NAN
544 1.421124 9.35e-16 NAN NAN
545 0.674060 1.88e-16 NAN NAN
546 0.453394 1.95e-13 NAN NAN
547 1.081328 1.57e-14 130.000 13.00
548 3.418039 3.12e-14 NAN NAN
549 0.975410 2.05e-15 NAN NAN
550 0.532578 6.94e-16 27.200 7.60
551 0.518110 6.22e-17 32.800 19.00
552 0.994681 1.04e-14 NAN NAN
553 0.329187 3.30e-16 22.000 40.00
554 0.594575 6.04e-15 NAN NAN
555 1.122342 1.86e-13 19.000 NAN
556 0.257056 1.02e-15 14.000 110.00
557 0.957242 2.05e-14 24.000 15.00
558 0.192601 5.06e-15 11.000 NAN
559 0.194454 2.13e-15 26.000 20.00
560 1.247666 8.87e-16 NAN NAN
561 2.559357 7.21e-16 NAN NAN
562 0.288457 6.24e-14 NAN NAN
563 0.819990 1.59e-14 NAN NAN
564 0.864227 6.96e-14 30.000 45.00
565 0.283070 1.59e-15 16.000 15.00
566 0.778313 3.01e-15 33.400 20.00
567 0.141909 1.24e-16 NAN NAN
568 0.496077 2.79e-15 13.000 8.00
569 0.527466 4.96e-15 NAN NAN
570 0.327418 1.02e-15 13.000 44.00
571 0.341403 8.40e-17 38.000 10.00
572 1.013609 4.75e-15 NAN NAN
573 0.658013 2.56e-16 79.000 30.00
574 0.421816 3.06e-16 18.300 54.00
575 0.342723 2.54e-15 NAN NAN
576 0.298116 2.49e-17 NAN NAN
577 1.557917 5.09e-16 26.800 NAN
578 0.249609 5.01e-16 9.000 NAN
579 1.279402 1.30e-14 NAN NAN
580 1.018393 2.30e-16 89.800 16.00
581 0.481119 1.36e-14 98.000 NAN
582 0.786468 2.62e-15 NAN NAN
583 1.296850 1.95e-15 NAN NAN
584 0.666438 5.42e-16 NAN NAN
585 0.182492 5.17e-15 4.100 NAN
586 0.354550 2.01e-18 6.500 NAN
587 0.426646 3.73e-17 NAN NAN
588 0.923834 1.57e-15 31.800 NAN
589 0.483311 3.78e-15 NAN NAN
590 0.615520 9.35e-16 NAN NAN
591 0.382376 6.32e-16 27.000 17.00
592 0.457502 1.92e-14 NAN NAN
593 0.655221 6.63e-15 NAN NAN
594 1.206801 2.36e-15 26.300 9.60
595 0.407292 1.59e-16 30.000 12.00
596 0.231694 4.95e-13 37.000 NAN
597 1.534008 7.44e-15 NAN NAN
598 0.572592 2.90e-17 NAN NAN
599 2.477568 1.58e-15 63.400 3.10
600 0.360958 3.38e-16 20.000 NAN
601 0.791526 2.00e-15 23.000 12.00
602 1.219594 1.91e-14 NAN NAN
603 1.025831 2.89e-14 NAN NAN
604 3.428466 1.81e-14 90.000 NAN
605 0.567080 1.65e-14 17.000 NAN
606 0.203553 1.99e-15 16.000 NAN
607 1.156360 6.74e-17 NAN NAN
608 1.084020 1.30e-14 42.000 NAN
609 0.371924 7.68e-16 NAN NAN
610 0.731463 2.57e-15 NAN NAN
611 0.916938 1.56e-15 94.000 16.00
612 0.457681 5.05e-15 17.000 NAN
613 0.265072 3.07e-16 NAN NAN
614 1.072968 1.71e-14 NAN NAN
615 4.326100 1.70e-11 NAN NAN
616 0.503015 1.96e-15 NAN NAN
617 1.276446 2.58e-15 27.400 6.00
618 0.364590 1.02e-15 29.000 24.00
619 0.725732 4.21e-14 31.000 NAN
620 0.233164 7.99e-16 50.000 NAN
621 0.871243 6.07e-17 NAN NAN
622 0.448723 4.15e-15 NAN NAN
623 2.355278 4.43e-16 165.000 17.00
624 0.460339 1.68e-14 NAN NAN
625 0.355856 6.65e-15 NAN NAN
626 0.370141 8.28e-15 24.000 NAN
627 0.293928 1.75e-14 NAN NAN
628 0.450868 7.66e-16 NAN NAN
629 0.490857 3.93e-16 41.000 6.10
630 0.140746 1.73e-15 NAN NAN
631 0.612331 3.64e-15 170.000 NAN
632 0.352464 7.38e-16 27.000 NAN
633 0.354234 8.00e-18 NAN NAN
634 0.865971 1.24e-15 255.000 NAN
635 4.137539 1.75e-14 NAN NAN
636 2.988193 7.00e-15 NAN NAN
637 0.559071 1.42e-14 19.000 NAN
638 0.575971 2.23e-14 NAN NAN
639 0.677684 1.10e-15 NAN NAN
640 0.551241 8.81e-18 NAN NAN
641 0.717637 6.60e-17 NAN NAN
642 1.046810 1.49e-14 NAN NAN
643 1.709154 7.60e-14 35.000 NAN
644 0.228564 1.51e-14 NAN NAN
645 0.813453 6.50e-13 NAN NAN
646 0.935557 1.07e-15 NAN NAN
647 0.436507 6.20e-15 25.000 NAN
